"provider_id","provider_name","npi","dea","specialty_concept_id","care_site_id","year_of_birth","gender_concept_id","provider_source_value","specialty_source_value","specialty_source_concept_id","gender_source_value","gender_source_concept_id"
59,NA,"4199631965",NA,0,53,NA,0,"4199631965",NA,0,NA,0
60,NA,"3295479888",NA,0,54,NA,0,"3295479888",NA,0,NA,0
61,NA,"1354476749",NA,0,55,NA,0,"1354476749",NA,0,NA,0
62,NA,"5902160092",NA,0,54,NA,0,"5902160092",NA,0,NA,0
63,NA,"3822437554",NA,0,54,NA,0,"3822437554",NA,0,NA,0
64,NA,"3250622541",NA,0,56,NA,0,"3250622541",NA,0,NA,0
65,NA,"6357134476",NA,0,57,NA,0,"6357134476",NA,0,NA,0
66,NA,"2655559178",NA,0,54,NA,0,"2655559178",NA,0,NA,0
67,NA,"5679100456",NA,0,56,NA,0,"5679100456",NA,0,NA,0
68,NA,"9643505024",NA,0,58,NA,0,"9643505024",NA,0,NA,0
69,NA,"3281719127",NA,0,57,NA,0,"3281719127",NA,0,NA,0
70,NA,"2547816477",NA,0,59,NA,0,"2547816477",NA,0,NA,0
71,NA,"7812593983",NA,0,58,NA,0,"7812593983",NA,0,NA,0
72,NA,"3343371475",NA,0,54,NA,0,"3343371475",NA,0,NA,0
73,NA,"2621790335",NA,0,60,NA,0,"2621790335",NA,0,NA,0
74,NA,"9315741387",NA,0,54,NA,0,"9315741387",NA,0,NA,0
75,NA,"0841291389",NA,0,61,NA,0,"0841291389",NA,0,NA,0
76,NA,"2534683338",NA,0,55,NA,0,"2534683338",NA,0,NA,0
77,NA,"7199105618",NA,0,54,NA,0,"7199105618",NA,0,NA,0
78,NA,"7266412161",NA,0,55,NA,0,"7266412161",NA,0,NA,0
79,NA,"1068630536",NA,0,54,NA,0,"1068630536",NA,0,NA,0
80,NA,"0363998464",NA,0,54,NA,0,"0363998464",NA,0,NA,0
81,NA,"7088561899",NA,0,54,NA,0,"7088561899",NA,0,NA,0
82,NA,"3373967182",NA,0,54,NA,0,"3373967182",NA,0,NA,0
83,NA,"8101909317",NA,0,54,NA,0,"8101909317",NA,0,NA,0
84,NA,"9811484799",NA,0,62,NA,0,"9811484799",NA,0,NA,0
85,NA,"5734403746",NA,0,63,NA,0,"5734403746",NA,0,NA,0
86,NA,"9454495538",NA,0,64,NA,0,"9454495538",NA,0,NA,0
87,NA,"0221840958",NA,0,65,NA,0,"0221840958",NA,0,NA,0
88,NA,"8275255285",NA,0,66,NA,0,"8275255285",NA,0,NA,0
89,NA,"4460773507",NA,0,67,NA,0,"4460773507",NA,0,NA,0
90,NA,"5462061145",NA,0,68,NA,0,"5462061145",NA,0,NA,0
91,NA,"8938624769",NA,0,69,NA,0,"8938624769",NA,0,NA,0
92,NA,"2055940526",NA,0,70,NA,0,"2055940526",NA,0,NA,0
93,NA,"0513298437",NA,0,71,NA,0,"0513298437",NA,0,NA,0
94,NA,"3267191715",NA,0,72,NA,0,"3267191715",NA,0,NA,0
95,NA,"6211444477",NA,0,73,NA,0,"6211444477",NA,0,NA,0
96,NA,"2347655558",NA,0,45,NA,0,"2347655558",NA,0,NA,0
98,NA,"0035315533",NA,0,45,NA,0,"5015093309",NA,0,NA,0
100,NA,"3874659088",NA,0,74,NA,0,"5717064754",NA,0,NA,0
101,NA,"7985077191",NA,0,45,NA,0,"7985077191",NA,0,NA,0
102,NA,"0420175516",NA,0,45,NA,0,"0420175516",NA,0,NA,0
104,NA,"4555982400",NA,0,45,NA,0,"6043500944",NA,0,NA,0
105,NA,"2812941425",NA,0,45,NA,0,"2812941425",NA,0,NA,0
106,NA,"7535793863",NA,0,75,NA,0,"7535793863",NA,0,NA,0
107,NA,"6022067668",NA,0,45,NA,0,"6022067668",NA,0,NA,0
108,NA,"6954916760",NA,0,45,NA,0,"6954916760",NA,0,NA,0
109,NA,"2901806772",NA,0,45,NA,0,"2901806772",NA,0,NA,0
110,NA,"1888930333",NA,0,45,NA,0,"1888930333",NA,0,NA,0
111,NA,"4404416091",NA,0,45,NA,0,"7985077191",NA,0,NA,0
112,NA,"3981876528",NA,0,75,NA,0,"3981876528",NA,0,NA,0
113,NA,"7525258044",NA,0,45,NA,0,"7525258044",NA,0,NA,0
114,NA,"6772607851",NA,0,76,NA,0,"6772607851",NA,0,NA,0
116,NA,"6926998247",NA,0,45,NA,0,"8268667849",NA,0,NA,0
117,NA,"4335644251",NA,0,77,NA,0,"4335644251",NA,0,NA,0
118,NA,"5380437362",NA,0,78,NA,0,"5380437362",NA,0,NA,0
119,NA,"9387254202",NA,0,79,NA,0,"9387254202",NA,0,NA,0
120,NA,"6060179977",NA,0,80,NA,0,"6060179977",NA,0,NA,0
121,NA,"4617889805",NA,0,81,NA,0,"4617889805",NA,0,NA,0
122,NA,"3733648622",NA,0,82,NA,0,"3733648622",NA,0,NA,0
123,NA,"7180974859",NA,0,83,NA,0,"7180974859",NA,0,NA,0
124,NA,"9765039188",NA,0,84,NA,0,"9765039188",NA,0,NA,0
125,NA,"7369956270",NA,0,85,NA,0,"7369956270",NA,0,NA,0
126,NA,"2788088509",NA,0,86,NA,0,"2788088509",NA,0,NA,0
127,NA,"0229060054",NA,0,87,NA,0,"0229060054",NA,0,NA,0
128,NA,"2457208397",NA,0,88,NA,0,"2457208397",NA,0,NA,0
129,NA,"4890209163",NA,0,89,NA,0,"4890209163",NA,0,NA,0
130,NA,"8513111117",NA,0,80,NA,0,"8513111117",NA,0,NA,0
131,NA,"3487623279",NA,0,90,NA,0,"3487623279",NA,0,NA,0
132,NA,"5390467795",NA,0,91,NA,0,"5390467795",NA,0,NA,0
133,NA,"7775274788",NA,0,77,NA,0,"7775274788",NA,0,NA,0
134,NA,"9576364657",NA,0,92,NA,0,"9576364657",NA,0,NA,0
135,NA,"6139307760",NA,0,93,NA,0,"6139307760",NA,0,NA,0
136,NA,"6502930399",NA,0,94,NA,0,"6502930399",NA,0,NA,0
137,NA,"1824517218",NA,0,95,NA,0,"1824517218",NA,0,NA,0
138,NA,"6191999630",NA,0,96,NA,0,"6191999630",NA,0,NA,0
139,NA,"6901130707",NA,0,77,NA,0,"6901130707",NA,0,NA,0
140,NA,"0994226998",NA,0,97,NA,0,"0994226998",NA,0,NA,0
141,NA,"8607809142",NA,0,98,NA,0,"8607809142",NA,0,NA,0
142,NA,"5563807327",NA,0,99,NA,0,"5563807327",NA,0,NA,0
143,NA,"2296195217",NA,0,78,NA,0,"2296195217",NA,0,NA,0
144,NA,"3660536219",NA,0,100,NA,0,"3660536219",NA,0,NA,0
145,NA,"0177376797",NA,0,101,NA,0,"0177376797",NA,0,NA,0
146,NA,"6061398897",NA,0,102,NA,0,"6061398897",NA,0,NA,0
147,NA,"6834048701",NA,0,103,NA,0,"6834048701",NA,0,NA,0
148,NA,"6171989797",NA,0,86,NA,0,"6171989797",NA,0,NA,0
149,NA,"1877904624",NA,0,104,NA,0,"1877904624",NA,0,NA,0
150,NA,"1544270670",NA,0,77,NA,0,"1544270670",NA,0,NA,0
151,NA,"2652247470",NA,0,77,NA,0,"2652247470",NA,0,NA,0
152,NA,"0329757128",NA,0,94,NA,0,"0329757128",NA,0,NA,0
153,NA,"0904888828",NA,0,105,NA,0,"0904888828",NA,0,NA,0
154,NA,"6861337281",NA,0,87,NA,0,"6861337281",NA,0,NA,0
155,NA,"0432325849",NA,0,106,NA,0,"0432325849",NA,0,NA,0
156,NA,"0216694735",NA,0,107,NA,0,"0216694735",NA,0,NA,0
157,NA,"9032249934",NA,0,78,NA,0,"9032249934",NA,0,NA,0
158,NA,"7575386807",NA,0,108,NA,0,"7575386807",NA,0,NA,0
159,NA,"1816946469",NA,0,94,NA,0,"1816946469",NA,0,NA,0
160,NA,"5257651095",NA,0,109,NA,0,"5257651095",NA,0,NA,0
161,NA,"0666590641",NA,0,110,NA,0,"0666590641",NA,0,NA,0
162,NA,"9607958816",NA,0,111,NA,0,"9607958816",NA,0,NA,0
163,NA,"6341365508",NA,0,112,NA,0,"6341365508",NA,0,NA,0
164,NA,"2120547021",NA,0,91,NA,0,"2120547021",NA,0,NA,0
165,NA,"2609485063",NA,0,113,NA,0,"2609485063",NA,0,NA,0
166,NA,"1052105939",NA,0,94,NA,0,"1052105939",NA,0,NA,0
167,NA,"3873744622",NA,0,87,NA,0,"3873744622",NA,0,NA,0
168,NA,"1512297686",NA,0,114,NA,0,"1512297686",NA,0,NA,0
169,NA,"0537406127",NA,0,115,NA,0,"0537406127",NA,0,NA,0
170,NA,"1009098017",NA,0,91,NA,0,"1009098017",NA,0,NA,0
171,NA,"1469593561",NA,0,116,NA,0,"1469593561",NA,0,NA,0
172,NA,"9216550219",NA,0,77,NA,0,"9216550219",NA,0,NA,0
173,NA,"8072235331",NA,0,117,NA,0,"8072235331",NA,0,NA,0
174,NA,"5284061937",NA,0,118,NA,0,"5284061937",NA,0,NA,0
175,NA,"4753131491",NA,0,80,NA,0,"4753131491",NA,0,NA,0
176,NA,"0235629734",NA,0,108,NA,0,"0235629734",NA,0,NA,0
177,NA,"6746178621",NA,0,119,NA,0,"6746178621",NA,0,NA,0
178,NA,"5917269352",NA,0,42,NA,0,"5917269352",NA,0,NA,0
179,NA,"3472041559",NA,0,86,NA,0,"3472041559",NA,0,NA,0
180,NA,"4971390881",NA,0,120,NA,0,"4971390881",NA,0,NA,0
181,NA,"2526474540",NA,0,121,NA,0,"2526474540",NA,0,NA,0
182,NA,"0696452786",NA,0,122,NA,0,"0696452786",NA,0,NA,0
183,NA,"0603156346",NA,0,104,NA,0,"0603156346",NA,0,NA,0
184,NA,"6739440907",NA,0,123,NA,0,"6739440907",NA,0,NA,0
185,NA,"1792870942",NA,0,77,NA,0,"1792870942",NA,0,NA,0
186,NA,"2801046121",NA,0,124,NA,0,"2801046121",NA,0,NA,0
187,NA,"9308211886",NA,0,112,NA,0,"9308211886",NA,0,NA,0
188,NA,"2041562922",NA,0,125,NA,0,"2041562922",NA,0,NA,0
189,NA,"9805401614",NA,0,115,NA,0,"9805401614",NA,0,NA,0
190,NA,"9386644474",NA,0,114,NA,0,"9386644474",NA,0,NA,0
191,NA,"4750867423",NA,0,126,NA,0,"4750867423",NA,0,NA,0
192,NA,"7326295663",NA,0,127,NA,0,"7326295663",NA,0,NA,0
193,NA,"2021741938",NA,0,128,NA,0,"2021741938",NA,0,NA,0
194,NA,"6572976580",NA,0,129,NA,0,"6572976580",NA,0,NA,0
195,NA,"0459247669",NA,0,130,NA,0,"0459247669",NA,0,NA,0
196,NA,"5931079124",NA,0,131,NA,0,"5931079124",NA,0,NA,0
197,NA,"3510235289",NA,0,101,NA,0,"3510235289",NA,0,NA,0
198,NA,"7039981520",NA,0,114,NA,0,"7039981520",NA,0,NA,0
199,NA,"1033569537",NA,0,89,NA,0,"1033569537",NA,0,NA,0
200,NA,"8677738466",NA,0,132,NA,0,"8677738466",NA,0,NA,0
201,NA,"9882257221",NA,0,133,NA,0,"9882257221",NA,0,NA,0
202,NA,"7603804467",NA,0,134,NA,0,"7603804467",NA,0,NA,0
203,NA,"2663981338",NA,0,135,NA,0,"2663981338",NA,0,NA,0
204,NA,"2672950300",NA,0,136,NA,0,"2672950300",NA,0,NA,0
205,NA,"9817927749",NA,0,137,NA,0,"9817927749",NA,0,NA,0
206,NA,"8665224820",NA,0,138,NA,0,"8665224820",NA,0,NA,0
207,NA,"4797772185",NA,0,139,NA,0,"4797772185",NA,0,NA,0
208,NA,"9283691699",NA,0,140,NA,0,"9283691699",NA,0,NA,0
209,NA,"3635308218",NA,0,86,NA,0,"3635308218",NA,0,NA,0
210,NA,"4390517419",NA,0,91,NA,0,"4390517419",NA,0,NA,0
211,NA,"0332687660",NA,0,141,NA,0,"0332687660",NA,0,NA,0
212,NA,"2482750272",NA,0,42,NA,0,"2482750272",NA,0,NA,0
213,NA,"5334973584",NA,0,142,NA,0,"5334973584",NA,0,NA,0
214,NA,"7860426417",NA,0,91,NA,0,"7860426417",NA,0,NA,0
215,NA,"6996633879",NA,0,86,NA,0,"6996633879",NA,0,NA,0
216,NA,"3785312992",NA,0,125,NA,0,"3785312992",NA,0,NA,0
217,NA,"6068998820",NA,0,110,NA,0,"6068998820",NA,0,NA,0
218,NA,"8320411130",NA,0,143,NA,0,"8320411130",NA,0,NA,0
219,NA,"8227791338",NA,0,144,NA,0,"8227791338",NA,0,NA,0
220,NA,"7444869469",NA,0,145,NA,0,"7444869469",NA,0,NA,0
221,NA,"9028507437",NA,0,91,NA,0,"9028507437",NA,0,NA,0
222,NA,"3429993378",NA,0,146,NA,0,"3429993378",NA,0,NA,0
223,NA,"1665601321",NA,0,147,NA,0,"1665601321",NA,0,NA,0
224,NA,"0676719924",NA,0,148,NA,0,"0676719924",NA,0,NA,0
225,NA,"5125805439",NA,0,89,NA,0,"5125805439",NA,0,NA,0
226,NA,"4990498807",NA,0,149,NA,0,"4990498807",NA,0,NA,0
227,NA,"0600201879",NA,0,149,NA,0,"4990498807",NA,0,NA,0
228,NA,"7777306417",NA,0,149,NA,0,"7777306417",NA,0,NA,0
229,NA,"1322629508",NA,0,149,NA,0,"1322629508",NA,0,NA,0
230,NA,"8684404612",NA,0,151,NA,0,"8684404612",NA,0,NA,0
231,NA,"8775255138",NA,0,152,NA,0,"8775255138",NA,0,NA,0
232,NA,"8898178673",NA,0,153,NA,0,"8898178673",NA,0,NA,0
233,NA,"8819442334",NA,0,154,NA,0,"8819442334",NA,0,NA,0
234,NA,"3784138022",NA,0,154,NA,0,"3784138022",NA,0,NA,0
235,NA,"0198522518",NA,0,155,NA,0,"0198522518",NA,0,NA,0
236,NA,"1363379830",NA,0,154,NA,0,"1363379830",NA,0,NA,0
237,NA,"4703038099",NA,0,156,NA,0,"4703038099",NA,0,NA,0
238,NA,"3173767804",NA,0,157,NA,0,"3173767804",NA,0,NA,0
239,NA,"1657057871",NA,0,154,NA,0,"1657057871",NA,0,NA,0
240,NA,"5800587300",NA,0,154,NA,0,"5800587300",NA,0,NA,0
241,NA,"6094806639",NA,0,154,NA,0,"6094806639",NA,0,NA,0
242,NA,"6073194339",NA,0,156,NA,0,"6073194339",NA,0,NA,0
243,NA,"1693238565",NA,0,158,NA,0,"1693238565",NA,0,NA,0
244,NA,"0798090296",NA,0,154,NA,0,"0798090296",NA,0,NA,0
245,NA,"4992908423",NA,0,156,NA,0,"4992908423",NA,0,NA,0
246,NA,"7445506605",NA,0,156,NA,0,"7445506605",NA,0,NA,0
247,NA,"4262246254",NA,0,159,NA,0,"4262246254",NA,0,NA,0
248,NA,"1732170350",NA,0,160,NA,0,"1732170350",NA,0,NA,0
249,NA,"6743157602",NA,0,161,NA,0,"6743157602",NA,0,NA,0
250,NA,"1075978242",NA,0,162,NA,0,"1075978242",NA,0,NA,0
251,NA,"0479815821",NA,0,163,NA,0,"0479815821",NA,0,NA,0
252,NA,"3966900335",NA,0,164,NA,0,"3966900335",NA,0,NA,0
253,NA,"1896852819",NA,0,154,NA,0,"1896852819",NA,0,NA,0
254,NA,"7050943619",NA,0,156,NA,0,"7050943619",NA,0,NA,0
255,NA,"1193645243",NA,0,154,NA,0,"1193645243",NA,0,NA,0
256,NA,"0582054649",NA,0,165,NA,0,"0582054649",NA,0,NA,0
257,NA,"2472237689",NA,0,166,NA,0,"2472237689",NA,0,NA,0
258,NA,"5148441011",NA,0,167,NA,0,"5148441011",NA,0,NA,0
259,NA,"8583978585",NA,0,154,NA,0,"8583978585",NA,0,NA,0
260,NA,"0771192364",NA,0,154,NA,0,"0771192364",NA,0,NA,0
261,NA,"9880759883",NA,0,154,NA,0,"9880759883",NA,0,NA,0
262,NA,"4677950597",NA,0,168,NA,0,"4677950597",NA,0,NA,0
263,NA,"4511218780",NA,0,154,NA,0,"4511218780",NA,0,NA,0
264,NA,"8412687861",NA,0,156,NA,0,"8412687861",NA,0,NA,0
265,NA,"2146329983",NA,0,169,NA,0,"2146329983",NA,0,NA,0
266,NA,"1586461282",NA,0,170,NA,0,"1586461282",NA,0,NA,0
267,NA,"2028680137",NA,0,170,NA,0,"1586461282",NA,0,NA,0
268,NA,"3237262951",NA,0,171,NA,0,"3237262951",NA,0,NA,0
269,NA,"1415631171",NA,0,172,NA,0,"1415631171",NA,0,NA,0
270,NA,"1252724343",NA,0,173,NA,0,"1252724343",NA,0,NA,0
271,NA,"6924483918",NA,0,174,NA,0,"6924483918",NA,0,NA,0
272,NA,"9661932684",NA,0,175,NA,0,"9661932684",NA,0,NA,0
273,NA,"7036434312",NA,0,176,NA,0,"7036434312",NA,0,NA,0
274,NA,"3088427685",NA,0,177,NA,0,"3088427685",NA,0,NA,0
275,NA,"6585316279",NA,0,178,NA,0,"6585316279",NA,0,NA,0
276,NA,"5679024101",NA,0,179,NA,0,"5679024101",NA,0,NA,0
277,NA,"4988998451",NA,0,180,NA,0,"4988998451",NA,0,NA,0
278,NA,"5975014937",NA,0,181,NA,0,"5975014937",NA,0,NA,0
279,NA,"5571143643",NA,0,182,NA,0,"5571143643",NA,0,NA,0
280,NA,"9964938153",NA,0,183,NA,0,"9964938153",NA,0,NA,0
281,NA,"3052935797",NA,0,184,NA,0,"3052935797",NA,0,NA,0
282,NA,"9552529998",NA,0,185,NA,0,"9552529998",NA,0,NA,0
283,NA,"8454962534",NA,0,186,NA,0,"8454962534",NA,0,NA,0
284,NA,"3050936802",NA,0,187,NA,0,"3050936802",NA,0,NA,0
285,NA,"6155918895",NA,0,188,NA,0,"6155918895",NA,0,NA,0
286,NA,"4422607298",NA,0,189,NA,0,"4422607298",NA,0,NA,0
287,NA,"2462820318",NA,0,190,NA,0,"2462820318",NA,0,NA,0
288,NA,"5330007088",NA,0,191,NA,0,"5330007088",NA,0,NA,0
289,NA,"9075375193",NA,0,192,NA,0,"9075375193",NA,0,NA,0
290,NA,"6235640759",NA,0,193,NA,0,"6235640759",NA,0,NA,0
291,NA,"9721300168",NA,0,194,NA,0,"9721300168",NA,0,NA,0
292,NA,"2953907369",NA,0,195,NA,0,"2953907369",NA,0,NA,0
293,NA,"6012390905",NA,0,196,NA,0,"6012390905",NA,0,NA,0
294,NA,"3701545607",NA,0,195,NA,0,"3701545607",NA,0,NA,0
295,NA,"7845367555",NA,0,194,NA,0,"7845367555",NA,0,NA,0
296,NA,"1132555586",NA,0,197,NA,0,"1132555586",NA,0,NA,0
297,NA,"5479554294",NA,0,198,NA,0,"5479554294",NA,0,NA,0
298,NA,"2495521443",NA,0,199,NA,0,"2495521443",NA,0,NA,0
299,NA,"1256684163",NA,0,40,NA,0,"1256684163",NA,0,NA,0
300,NA,"2503159927",NA,0,200,NA,0,"2503159927",NA,0,NA,0
301,NA,"8459935918",NA,0,201,NA,0,"8459935918",NA,0,NA,0
302,NA,"2056434654",NA,0,202,NA,0,"2056434654",NA,0,NA,0
303,NA,"4533927950",NA,0,203,NA,0,"4533927950",NA,0,NA,0
304,NA,"6594669183",NA,0,204,NA,0,"6594669183",NA,0,NA,0
305,NA,"3838861176",NA,0,205,NA,0,"3838861176",NA,0,NA,0
306,NA,"1000356498",NA,0,206,NA,0,"1000356498",NA,0,NA,0
307,NA,"8411898039",NA,0,207,NA,0,"8411898039",NA,0,NA,0
308,NA,"2924174202",NA,0,208,NA,0,"2924174202",NA,0,NA,0
309,NA,"6075269685",NA,0,209,NA,0,"6075269685",NA,0,NA,0
310,NA,"4589605273",NA,0,210,NA,0,"4589605273",NA,0,NA,0
311,NA,"5081458741",NA,0,211,NA,0,"5081458741",NA,0,NA,0
312,NA,"2647267749",NA,0,212,NA,0,"2647267749",NA,0,NA,0
313,NA,"4817399133",NA,0,213,NA,0,"4817399133",NA,0,NA,0
314,NA,"8005037055",NA,0,195,NA,0,"8005037055",NA,0,NA,0
315,NA,"6451750498",NA,0,214,NA,0,"6451750498",NA,0,NA,0
316,NA,"2339328254",NA,0,215,NA,0,"2339328254",NA,0,NA,0
317,NA,"3147868599",NA,0,216,NA,0,"3147868599",NA,0,NA,0
318,NA,"0985868387",NA,0,216,NA,0,"0985868387",NA,0,NA,0
319,NA,"4528452681",NA,0,217,NA,0,"4528452681",NA,0,NA,0
320,NA,"5811236759",NA,0,217,NA,0,"5811236759",NA,0,NA,0
321,NA,"2262674683",NA,0,218,NA,0,"2262674683",NA,0,NA,0
322,NA,"9992681266",NA,0,219,NA,0,"9992681266",NA,0,NA,0
323,NA,"0273696366",NA,0,220,NA,0,"0273696366",NA,0,NA,0
324,NA,"4471217116",NA,0,221,NA,0,"4471217116",NA,0,NA,0
325,NA,"9125542542",NA,0,222,NA,0,"9125542542",NA,0,NA,0
326,NA,"9107434637",NA,0,223,NA,0,"9107434637",NA,0,NA,0
327,NA,"8731279004",NA,0,224,NA,0,"8731279004",NA,0,NA,0
328,NA,"3391544834",NA,0,225,NA,0,"3391544834",NA,0,NA,0
329,NA,"0729491753",NA,0,226,NA,0,"0729491753",NA,0,NA,0
330,NA,"6690335709",NA,0,227,NA,0,"6690335709",NA,0,NA,0
331,NA,"5177836937",NA,0,228,NA,0,"5177836937",NA,0,NA,0
332,NA,"1039689295",NA,0,229,NA,0,"1039689295",NA,0,NA,0
333,NA,"7509614646",NA,0,230,NA,0,"7509614646",NA,0,NA,0
334,NA,"9659728011",NA,0,231,NA,0,"9659728011",NA,0,NA,0
335,NA,"2973188973",NA,0,232,NA,0,"2973188973",NA,0,NA,0
336,NA,"0175121068",NA,0,233,NA,0,"0175121068",NA,0,NA,0
337,NA,"3519703295",NA,0,234,NA,0,"3519703295",NA,0,NA,0
338,NA,"9683397234",NA,0,235,NA,0,"9683397234",NA,0,NA,0
339,NA,"8226092177",NA,0,236,NA,0,"8226092177",NA,0,NA,0
340,NA,"2877281225",NA,0,221,NA,0,"2877281225",NA,0,NA,0
341,NA,"0775236995",NA,0,237,NA,0,"0775236995",NA,0,NA,0
342,NA,"5657641187",NA,0,238,NA,0,"5657641187",NA,0,NA,0
343,NA,"1117051864",NA,0,239,NA,0,"1117051864",NA,0,NA,0
344,NA,"5346965880",NA,0,240,NA,0,"5346965880",NA,0,NA,0
345,NA,"3967897409",NA,0,241,NA,0,"3967897409",NA,0,NA,0
346,NA,"7403794888",NA,0,242,NA,0,"7403794888",NA,0,NA,0
347,NA,"3695140571",NA,0,243,NA,0,"3695140571",NA,0,NA,0
348,NA,"4925193774",NA,0,244,NA,0,"4925193774",NA,0,NA,0
349,NA,"4735450998",NA,0,245,NA,0,"4735450998",NA,0,NA,0
350,NA,"1725275755",NA,0,246,NA,0,"1725275755",NA,0,NA,0
351,NA,"5004161859",NA,0,248,NA,0,"5004161859",NA,0,NA,0
352,NA,"7961400834",NA,0,40,NA,0,"7961400834",NA,0,NA,0
353,NA,"7625412334",NA,0,226,NA,0,"7625412334",NA,0,NA,0
354,NA,"7887419656",NA,0,249,NA,0,"7887419656",NA,0,NA,0
355,NA,"1243931670",NA,0,250,NA,0,"1243931670",NA,0,NA,0
356,NA,"3259024854",NA,0,244,NA,0,"3259024854",NA,0,NA,0
357,NA,"5014194964",NA,0,40,NA,0,"5014194964",NA,0,NA,0
358,NA,"8529017911",NA,0,244,NA,0,"8529017911",NA,0,NA,0
359,NA,"6838695144",NA,0,251,NA,0,"6838695144",NA,0,NA,0
360,NA,"9687908230",NA,0,252,NA,0,"9687908230",NA,0,NA,0
